sample_id,predicted_probability,predicted_label,predicted_binary
SAMb15ad09d6e24,0.9967795232643385,HotHigh,1
SAM7893196e0e89,0.12000097245039089,Others,0
SAM3f446449bf81,0.9487659019693103,HotHigh,1
SAM961d04c42bd9,0.5213754169100526,HotHigh,1
SAMb0d11db9aa79,0.9999662649483017,HotHigh,1
SAM19fec8f3b3bd,0.023774517379774335,Others,0
SAM6083aac8db99,0.8480511825298788,HotHigh,1
SAM7ee2b6e4d6b3,0.14313885479463853,Others,0
SAMa90d73f8d891,0.03782802040234696,Others,0
SAMaff272833538,0.2531417406500589,Others,0
SAM415f36ad349e,0.02364399660243687,Others,0
SAM7c67b05aa109,0.02381178109657923,Others,0
SAMad83c9c53537,0.25263203423200264,Others,0
SAM3e8baff50d7a,0.9999999975894021,HotHigh,1
SAM3ee5dcd894f0,0.06618574423710448,Others,0
SAM8a1b0e02ee42,0.07591975366530934,Others,0
SAMd7d57ee3a863,0.9923121710056896,HotHigh,1
SAMeb29625f76a5,0.9259528154619883,HotHigh,1
SAM563d6233dfa2,0.041402021956472475,Others,0
SAM4581bac493af,0.4646569036837276,Others,0
SAMa1871f491b02,0.9749113867834414,HotHigh,1
SAM30cf07d4874f,0.8436897752342032,HotHigh,1
SAM31291c256373,0.905819648833073,HotHigh,1
SAMd135d5867fe3,0.7325490235110098,HotHigh,1
SAM9e11ec6bea80,0.9889296595601765,HotHigh,1
SAM065890737112,0.9944990276953626,HotHigh,1
SAMb470eb8f04be,0.8841815604113156,HotHigh,1
SAM675a12a09c15,0.0498354229618998,Others,0
SAM1e9c4d1d39ae,0.3476220272712594,Others,0
SAM5a2347c0498a,0.5027425591685792,HotHigh,1
SAM0571f17f4045,0.9751801986796232,HotHigh,1
SAM4b7ea015fd9e,0.012031442038257442,Others,0
SAM9306c5c92444,0.6681084700230565,HotHigh,1
SAMb15ac6e4c4ef,0.926244248406992,HotHigh,1
SAM28e6031ac18b,0.053882445173053385,Others,0
SAMd86389d0d768,0.023364062099705835,Others,0
SAM63b2189c36d7,0.02422908327349206,Others,0
SAM18be5b395318,0.027945535913557355,Others,0
SAM0d855cff64e6,0.10789093676880175,Others,0
SAM6cbc10abddb0,0.48752042659080097,Others,0
SAMdee1011782cd,0.8920206531471803,HotHigh,1
SAMe9475f77504b,0.22556204541319186,Others,0
SAMa535fcdf18a0,0.025821864951050336,Others,0
SAM7746b76437e6,0.04224999108781979,Others,0
SAM548551ef782c,0.0032278228146500306,Others,0
SAM203dcf14f927,0.9984638029030702,HotHigh,1
SAMe41b1e773582,0.9285734751735072,HotHigh,1
SAM978a587b207e,0.7997288047372548,HotHigh,1
SAM5234688806a7,0.012011390069449035,Others,0
SAM2c9586161ce6,0.028209334201701367,Others,0
SAM76a431ba6ce1,0.11336528147903593,Others,0
SAM7a9093b9c7e9,0.25088083983676523,Others,0
SAM8f2275c36e8c,0.3199593390933988,Others,0
SAMab8052a03398,0.10218205455425457,Others,0
SAMd3bd67996035,0.7371296017133145,HotHigh,1
SAMfddc359e862b,0.6215739518426343,HotHigh,1
SAM753d4bb52dbe,0.7721065685368144,HotHigh,1
SAMd3601288319e,0.7258185933586935,HotHigh,1
SAM59f392864f5d,0.31183705891738794,Others,0
SAM26104d5adc89,0.04224603896441851,Others,0
SAMba1a34b5a060,0.16672158090104144,Others,0
SAM18a4dabbc557,0.34615244772442055,Others,0
SAMfb7aec7cb0e2,0.9946120669332031,HotHigh,1
SAMfed609955db9,0.060517344057035086,Others,0
SAMb8070b7937e7,0.08505606219417557,Others,0
SAMf2aae1443f67,0.35988914687179374,Others,0
SAM2bba8cb35e48,0.08379338563006085,Others,0
SAMcee0fa8c05b4,0.3452861384938674,Others,0
SAM5c139c5c1c4f,0.031039859762003644,Others,0
SAMc1251c7bfee2,0.03257397249716841,Others,0
SAM6780ed436b55,0.5937900531287873,HotHigh,1
SAM85f0a3ac1c45,0.02649233346160309,Others,0
SAM9d2494119c05,0.04193161256931655,Others,0
SAM9410b866974a,0.002284772752466156,Others,0
SAM5d989c86255e,0.029758866778405953,Others,0
SAM27299aed7681,0.07109066796077494,Others,0
SAM49d48750e294,0.15018609017871823,Others,0
SAMd43f8933066b,0.6210836754483365,HotHigh,1
SAM7aa01fc49a80,0.536611144959494,HotHigh,1
SAM0257bbbbd388,0.03135510634431656,Others,0
SAMc919aebc7fdd,0.4875498951294209,Others,0
SAMa321770ac31c,0.8833133516022862,HotHigh,1
SAM3894ac3956a5,0.8186336395916818,HotHigh,1
SAM3779e979db6b,0.6746616637059523,HotHigh,1
SAM1c0ecfb3eb63,0.9962049421424208,HotHigh,1
SAMbf91f27e7f9b,0.6556969536875333,HotHigh,1
SAMbcb07ba81cee,0.029625782992786204,Others,0
SAM9aa6a095a9d6,0.07965346909551972,Others,0
SAM957378bd907f,0.8209538900093571,HotHigh,1
SAMf82bbdc267c8,0.01981710661603133,Others,0
SAM2624229effe8,0.05697239599962322,Others,0
SAMd2492b2a31bb,0.3571867812384524,Others,0
SAM670649e105b5,0.10561793411638457,Others,0
SAM91c47b054ffb,0.002010172091290188,Others,0
SAM491e341d5a82,0.02988908585001012,Others,0
SAM5fe7a81a39dd,0.16933867031303032,Others,0
SAM29da928587ad,0.018205890201360948,Others,0
SAM0a0f2bac4b20,0.9685348395001694,HotHigh,1
SAM8e469834acc1,0.27113824618674753,Others,0
SAM8e43e9caf307,0.5495392396403188,HotHigh,1
SAM99b1f6a9534e,0.119829452111637,Others,0
SAM12502d970c10,0.021976033674801377,Others,0
SAM9681450bbc90,0.99936148819216,HotHigh,1
SAM7d7c54623618,0.030784829245591547,Others,0
SAM181b638b8248,0.4267522043313758,Others,0
SAMbfdffb97c446,0.23877342899088927,Others,0
SAM3b15b4c6311d,0.9999895350143904,HotHigh,1
SAM00b9e5c52da9,0.7611061371391205,HotHigh,1
SAM59b825252c0d,0.9994683416361485,HotHigh,1
SAM1c8b086175ca,0.15217297949515018,Others,0
SAMeaa477a5384b,0.9997390415331068,HotHigh,1
SAM1dda30f1c5be,0.7797698073074054,HotHigh,1
SAM9eebdef2858a,0.013828662958425953,Others,0
SAM9daccafc18db,0.41108233211281175,Others,0
SAM2eb07dedf07f,0.06890323239823244,Others,0
SAM25510f300d79,0.05621150034215429,Others,0
SAMbda79f955628,0.14921918887475466,Others,0
SAM9b9d48b0b02c,0.4733872340412911,Others,0
SAMff41c4e8c08f,0.9113898969085799,HotHigh,1
SAMc97f35a29d16,0.006079969525270174,Others,0
SAM187e056d6a2a,0.0659847453371263,Others,0
SAMbc8dc3a7b54e,0.04209326076426431,Others,0
SAM7b40007f4aa4,0.01993880418350668,Others,0
SAM568ce160abd9,0.025807040129046444,Others,0
SAM14938611a2d3,0.9727552469640262,HotHigh,1
SAM1a87df750b9d,0.9997087027131598,HotHigh,1
SAMae02629a97f7,0.03159312716198276,Others,0
SAM47fc46c3d6be,0.7171528684871712,HotHigh,1
SAM7829a341b9f3,0.5296710364475462,HotHigh,1
SAM0f956e757453,0.1571870387240225,Others,0
SAMaf42c1541269,0.47578681244980797,Others,0
SAM09c84ec0cf34,0.08125790784148096,Others,0
SAM7538ad9ff524,0.08468183005098563,Others,0
SAM95c70496ffb5,0.2678222056597278,Others,0
SAM7edacb3deb65,0.010143565110404734,Others,0
SAMb2e4a082541a,0.9862895272233164,HotHigh,1
SAM771445e92421,0.23517842489635746,Others,0
SAM59fda9035d1d,0.13789174735463736,Others,0
SAM727c0e92a2a7,0.9897872408734202,HotHigh,1
SAM6f2a102a99df,0.8774422543009797,HotHigh,1
SAMe56c96c51190,0.3823275217763496,Others,0
SAM2b672f4336c7,0.022385901518687388,Others,0
SAM1ab1b28d9f2b,0.016464006576681185,Others,0
SAM1bcc62d8290c,0.028435149216977273,Others,0
SAM6662f5181f87,0.4780325591050785,Others,0
SAMe0c49ea0df5d,0.9095481248943438,HotHigh,1
SAM59289ca42c99,0.0723510661087215,Others,0
SAM18b9351e265a,0.9996965863530103,HotHigh,1
SAM7fb7a13c096b,0.028238827890364665,Others,0
SAM87a8e18eb45b,0.03762215568245781,Others,0
SAM1f3c93814cb9,0.13865688028226972,Others,0
SAM5fc9ae0aed1f,0.859625491663714,HotHigh,1
SAM9725303dce0c,0.32133027513559115,Others,0
SAM6ff654a20f98,0.13704590821246015,Others,0
SAM65afda25b920,0.0510289217542336,Others,0
SAMef0e3d2415fd,0.9841556954222738,HotHigh,1
SAM07a93a28f801,0.030812103585032426,Others,0
SAM94859b440b1d,0.008969504587073,Others,0
SAM58e7832f4e7d,0.010408429164876594,Others,0
SAMc57eadb2d82b,0.04581909725907464,Others,0
SAMd5ab7fbfab4e,0.9999999749686832,HotHigh,1
SAM5767dd75d142,0.15659788255378335,Others,0
SAMaabf4afe4213,0.02644574213120353,Others,0
SAMcc7a42d87e9c,0.9877900585013117,HotHigh,1
SAMce39dd79b441,0.04483446511052649,Others,0
SAM75f12d1a55fc,0.9513216842853676,HotHigh,1
SAM6964a6d7b967,0.013180629227479488,Others,0
SAM3b1066e5801b,0.9446157480280306,HotHigh,1
SAMf20b827dca51,0.6334604667698158,HotHigh,1
SAM6792d6e98068,0.01942134148263207,Others,0
SAM31d9176e11fb,0.23241733954732674,Others,0
SAM04c589eb3fb3,0.017938185861395405,Others,0
SAM5cc2d9036053,0.009187398523684217,Others,0
SAMb8101c538753,0.62057246412876,HotHigh,1
SAM80c6183220e6,0.307740318461573,Others,0
SAM572f19794c96,0.7472840641994355,HotHigh,1
SAM1abf01dd4544,0.02893532958250259,Others,0
SAM1f83ebd6be9b,0.029556702559603975,Others,0
SAM1f66db567eb5,0.6552162897515639,HotHigh,1
SAM4918c524b83a,0.06066156281597535,Others,0
SAMa0ca029b7afd,0.0685781374431844,Others,0
SAM6157c8f38b72,0.12674586057618392,Others,0
SAMe7e4f7c076a7,0.9529291197124341,HotHigh,1
SAMbe25e2c88f3e,0.8914454599049682,HotHigh,1
SAM4caabd64e7fd,0.0845317799650468,Others,0
SAMc6eff056c89a,0.19567349605049975,Others,0
SAM5cfa1699bdb7,0.17350976360382933,Others,0
SAMda4d892fddc8,0.030605636850589382,Others,0
SAM3a1c9632ff7b,0.014095469465095857,Others,0
SAM8b4b8b0f9e73,0.246630282645728,Others,0
SAMe3d4266775a9,0.03772165655474756,Others,0
SAM2de7cffb5f72,0.04656178838048752,Others,0
